year,state,month,date,number
2014,Paraiba,Outubro,01/01/2014,411
2015,Paraiba,Outubro,01/01/2015,158
2016,Paraiba,Outubro,01/01/2016,193
2017,Paraiba,Outubro,01/01/2017,134
1998,Paraiba,Novembro,01/01/1998,143
1999,Paraiba,Novembro,01/01/1999,447
2000,Paraiba,Novembro,01/01/2000,85
2001,Paraiba,Novembro,01/01/2001,89
2002,Paraiba,Novembro,01/01/2002,425
2003,Paraiba,Novembro,01/01/2003,503
2004,Paraiba,Novembro,01/01/2004,388
2005,Paraiba,Novembro,01/01/2005,597
2006,Paraiba,Novembro,01/01/2006,60
2007,Paraiba,Novembro,01/01/2007,59
2008,Paraiba,Novembro,01/01/2008,39
2009,Paraiba,Novembro,01/01/2009,90
2010,Paraiba,Novembro,01/01/2010,183
2011,Paraiba,Novembro,01/01/2011,138
2012,Paraiba,Novembro,01/01/2012,142
2013,Paraiba,Novembro,01/01/2013,126
2014,Paraiba,Novembro,01/01/2014,68
2015,Paraiba,Novembro,01/01/2015,18
2016,Paraiba,Novembro,01/01/2016,275
2017,Paraiba,Novembro,01/01/2017,292
1998,Paraiba,Dezembro,01/01/1998,82
1999,Paraiba,Dezembro,01/01/1999,254
2000,Paraiba,Dezembro,01/01/2000,159
2001,Paraiba,Dezembro,01/01/2001,85
2002,Paraiba,Dezembro,01/01/2002,165
2003,Paraiba,Dezembro,01/01/2003,171
2004,Paraiba,Dezembro,01/01/2004,151
2005,Paraiba,Dezembro,01/01/2005,40
2006,Paraiba,Dezembro,01/01/2006,6
2007,Paraiba,Dezembro,01/01/2007,22
2008,Paraiba,Dezembro,01/01/2008,62
2009,Paraiba,Dezembro,01/01/2009,30
2010,Paraiba,Dezembro,01/01/2010,37
2011,Paraiba,Dezembro,01/01/2011,78
2012,Paraiba,Dezembro,01/01/2012,54
2013,Paraiba,Dezembro,01/01/2013,155
2014,Paraiba,Dezembro,01/01/2014,78
2015,Paraiba,Dezembro,01/01/2015,30
2016,Paraiba,Dezembro,01/01/2016,45
1998,Pernambuco,Janeiro,01/01/1998,0
1999,Pernambuco,Janeiro,01/01/1999,102
2000,Pernambuco,Janeiro,01/01/2000,3
2001,Pernambuco,Janeiro,01/01/2001,7
2002,Pernambuco,Janeiro,01/01/2002,10
2003,Pernambuco,Janeiro,01/01/2003,188
2004,Pernambuco,Janeiro,01/01/2004,29
2005,Pernambuco,Janeiro,01/01/2005,221
2006,Pernambuco,Janeiro,01/01/2006,148
2007,Pernambuco,Janeiro,01/01/2007,156
2008,Pernambuco,Janeiro,01/01/2008,170
2009,Pernambuco,Janeiro,01/01/2009,256
2010,Pernambuco,Janeiro,01/01/2010,47
2011,Pernambuco,Janeiro,01/01/2011,49
2012,Pernambuco,Janeiro,01/01/2012,146
2013,Pernambuco,Janeiro,01/01/2013,55
2014,Pernambuco,Janeiro,01/01/2014,99
2015,Pernambuco,Janeiro,01/01/2015,109
2016,Pernambuco,Janeiro,01/01/2016,24
2017,Pernambuco,Janeiro,01/01/2017,52
1998,Pernambuco,Fevereiro,01/01/1998,0
1999,Pernambuco,Fevereiro,01/01/1999,13
2000,Pernambuco,Fevereiro,01/01/2000,4
2001,Pernambuco,Fevereiro,01/01/2001,2
2002,Pernambuco,Fevereiro,01/01/2002,19
2003,Pernambuco,Fevereiro,01/01/2003,35
2004,Pernambuco,Fevereiro,01/01/2004,8
2005,Pernambuco,Fevereiro,01/01/2005,33
2006,Pernambuco,Fevereiro,01/01/2006,41
2007,Pernambuco,Fevereiro,01/01/2007,21
2008,Pernambuco,Fevereiro,01/01/2008,48
2009,Pernambuco,Fevereiro,01/01/2009,28
2010,Pernambuco,Fevereiro,01/01/2010,33
2011,Pernambuco,Fevereiro,01/01/2011,25
2012,Pernambuco,Fevereiro,01/01/2012,64
2013,Pernambuco,Fevereiro,01/01/2013,29
2014,Pernambuco,Fevereiro,01/01/2014,25
2015,Pernambuco,Fevereiro,01/01/2015,55
2016,Pernambuco,Fevereiro,01/01/2016,19
2017,Pernambuco,Fevereiro,01/01/2017,23
1998,Pernambuco,Março,01/01/1998,0
1999,Pernambuco,Março,01/01/1999,27
2000,Pernambuco,Março,01/01/2000,14
2001,Pernambuco,Março,01/01/2001,0
2002,Pernambuco,Março,01/01/2002,24
2003,Pernambuco,Março,01/01/2003,9
2004,Pernambuco,Março,01/01/2004,6
2005,Pernambuco,Março,01/01/2005,45
2006,Pernambuco,Março,01/01/2006,18
2007,Pernambuco,Março,01/01/2007,4
2008,Pernambuco,Março,01/01/2008,32
2009,Pernambuco,Março,01/01/2009,15
2010,Pernambuco,Março,01/01/2010,59
2011,Pernambuco,Março,01/01/2011,39
2012,Pernambuco,Março,01/01/2012,44
2013,Pernambuco,Março,01/01/2013,40
2014,Pernambuco,Março,01/01/2014,36
2015,Pernambuco,Março,01/01/2015,33
2016,Pernambuco,Março,01/01/2016,4
2017,Pernambuco,Março,01/01/2017,7
1998,Pernambuco,Abril,01/01/1998,0
1999,Pernambuco,Abril,01/01/1999,2
2000,Pernambuco,Abril,01/01/2000,1
2001,Pernambuco,Abril,01/01/2001,2
2002,Pernambuco,Abril,01/01/2002,5
2003,Pernambuco,Abril,01/01/2003,7
2004,Pernambuco,Abril,01/01/2004,5
2005,Pernambuco,Abril,01/01/2005,1
2006,Pernambuco,Abril,01/01/2006,2
2007,Pernambuco,Abril,01/01/2007,1
2008,Pernambuco,Abril,01/01/2008,5
2009,Pernambuco,Abril,01/01/2009,3
2010,Pernambuco,Abril,01/01/2010,2
2011,Pernambuco,Abril,01/01/2011,22
2012,Pernambuco,Abril,01/01/2012,46
2013,Pernambuco,Abril,01/01/2013,11
2014,Pernambuco,Abril,01/01/2014,10
2015,Pernambuco,Abril,01/01/2015,30
2016,Pernambuco,Abril,01/01/2016,8
2017,Pernambuco,Abril,01/01/2017,9
1998,Pernambuco,Maio,01/01/1998,0
1999,Pernambuco,Maio,01/01/1999,6
2000,Pernambuco,Maio,01/01/2000,7
2001,Pernambuco,Maio,01/01/2001,5
2002,Pernambuco,Maio,01/01/2002,13
2003,Pernambuco,Maio,01/01/2003,1
2004,Pernambuco,Maio,01/01/2004,2
2005,Pernambuco,Maio,01/01/2005,1
2006,Pernambuco,Maio,01/01/2006,1
2007,Pernambuco,Maio,01/01/2007,0
2008,Pernambuco,Maio,01/01/2008,0
2009,Pernambuco,Maio,01/01/2009,0
2010,Pernambuco,Maio,01/01/2010,8
2011,Pernambuco,Maio,01/01/2011,1
2012,Pernambuco,Maio,01/01/2012,36
2013,Pernambuco,Maio,01/01/2013,9
2014,Pernambuco,Maio,01/01/2014,4
2015,Pernambuco,Maio,01/01/2015,17
2016,Pernambuco,Maio,01/01/2016,6
2017,Pernambuco,Maio,01/01/2017,13
1998,Pernambuco,Junho,01/01/1998,1
1999,Pernambuco,Junho,01/01/1999,7
2000,Pernambuco,Junho,01/01/2000,4
2001,Pernambuco,Junho,01/01/2001,2
2002,Pernambuco,Junho,01/01/2002,1
2003,Pernambuco,Junho,01/01/2003,2
2004,Pernambuco,Junho,01/01/2004,4
2005,Pernambuco,Junho,01/01/2005,3
2006,Pernambuco,Junho,01/01/2006,0
2007,Pernambuco,Junho,01/01/2007,1
2008,Pernambuco,Junho,01/01/2008,0
2009,Pernambuco,Junho,01/01/2009,1
2010,Pernambuco,Junho,01/01/2010,1
2011,Pernambuco,Junho,01/01/2011,4
2012,Pernambuco,Junho,01/01/2012,12
2013,Pernambuco,Junho,01/01/2013,12
2014,Pernambuco,Junho,01/01/2014,3
2015,Pernambuco,Junho,01/01/2015,3
2016,Pernambuco,Junho,01/01/2016,4
2017,Pernambuco,Junho,01/01/2017,5
1998,Pernambuco,Julho,01/01/1998,5
1999,Pernambuco,Julho,01/01/1999,2
2000,Pernambuco,Julho,01/01/2000,0
2001,Pernambuco,Julho,01/01/2001,6
2002,Pernambuco,Julho,01/01/2002,8
2003,Pernambuco,Julho,01/01/2003,5
2004,Pernambuco,Julho,01/01/2004,13
2005,Pernambuco,Julho,01/01/2005,1
2006,Pernambuco,Julho,01/01/2006,1
2007,Pernambuco,Julho,01/01/2007,3
2008,Pernambuco,Julho,01/01/2008,0
2009,Pernambuco,Julho,01/01/2009,1
2010,Pernambuco,Julho,01/01/2010,7
2011,Pernambuco,Julho,01/01/2011,2
2012,Pernambuco,Julho,01/01/2012,11
2013,Pernambuco,Julho,01/01/2013,4
2014,Pernambuco,Julho,01/01/2014,11
2015,Pernambuco,Julho,01/01/2015,13
2016,Pernambuco,Julho,01/01/2016,17
2017,Pernambuco,Julho,01/01/2017,2
1998,Pernambuco,Agosto,01/01/1998,12
1999,Pernambuco,Agosto,01/01/1999,3
2000,Pernambuco,Agosto,01/01/2000,31
2001,Pernambuco,Agosto,01/01/2001,27
2002,Pernambuco,Agosto,01/01/2002,37
2003,Pernambuco,Agosto,01/01/2003,26
2004,Pernambuco,Agosto,01/01/2004,41
2005,Pernambuco,Agosto,01/01/2005,10
2006,Pernambuco,Agosto,01/01/2006,8
2007,Pernambuco,Agosto,01/01/2007,20
2008,Pernambuco,Agosto,01/01/2008,2
2009,Pernambuco,Agosto,01/01/2009,10
2010,Pernambuco,Agosto,01/01/2010,29
2011,Pernambuco,Agosto,01/01/2011,27
2012,Pernambuco,Agosto,01/01/2012,27
2013,Pernambuco,Agosto,01/01/2013,14
2014,Pernambuco,Agosto,01/01/2014,23
2015,Pernambuco,Agosto,01/01/2015,21
2016,Pernambuco,Agosto,01/01/2016,42
2017,Pernambuco,Agosto,01/01/2017,20
1998,Pernambuco,Setembro,01/01/1998,177
1999,Pernambuco,Setembro,01/01/1999,64
2000,Pernambuco,Setembro,01/01/2000,130
2001,Pernambuco,Setembro,01/01/2001,298
2002,Pernambuco,Setembro,01/01/2002,374
2003,Pernambuco,Setembro,01/01/2003,510
2004,Pernambuco,Setembro,01/01/2004,192
2005,Pernambuco,Setembro,01/01/2005,154
2006,Pernambuco,Setembro,01/01/2006,147
2007,Pernambuco,Setembro,01/01/2007,164
2008,Pernambuco,Setembro,01/01/2008,92
2009,Pernambuco,Setembro,01/01/2009,164
2010,Pernambuco,Setembro,01/01/2010,179
2011,Pernambuco,Setembro,01/01/2011,243
2012,Pernambuco,Setembro,01/01/2012,192
2013,Pernambuco,Setembro,01/01/2013,143
2014,Pernambuco,Setembro,01/01/2014,63
2015,Pernambuco,Setembro,01/01/2015,116
2016,Pernambuco,Setembro,01/01/2016,171
2017,Pernambuco,Setembro,01/01/2017,69
1998,Pernambuco,Outubro,01/01/1998,372
1999,Pernambuco,Outubro,01/01/1999,180
2000,Pernambuco,Outubro,01/01/2000,411
2001,Pernambuco,Outubro,01/01/2001,461
2002,Pernambuco,Outubro,01/01/2002,638
2003,Pernambuco,Outubro,01/01/2003,859
2004,Pernambuco,Outubro,01/01/2004,545
2005,Pernambuco,Outubro,01/01/2005,408
2006,Pernambuco,Outubro,01/01/2006,310
2007,Pernambuco,Outubro,01/01/2007,702
2008,Pernambuco,Outubro,01/01/2008,274
2009,Pernambuco,Outubro,01/01/2009,254
2010,Pernambuco,Outubro,01/01/2010,347
2011,Pernambuco,Outubro,01/01/2011,461
2012,Pernambuco,Outubro,01/01/2012,222
2013,Pernambuco,Outubro,01/01/2013,161
2014,Pernambuco,Outubro,01/01/2014,174
2015,Pernambuco,Outubro,01/01/2015,194
2016,Pernambuco,Outubro,01/01/2016,319
2017,Pernambuco,Outubro,01/01/2017,256
1998,Pernambuco,Novembro,01/01/1998,141
1999,Pernambuco,Novembro,01/01/1999,41
2000,Pernambuco,Novembro,01/01/2000,64
2001,Pernambuco,Novembro,01/01/2001,208
2002,Pernambuco,Novembro,01/01/2002,521
2003,Pernambuco,Novembro,01/01/2003,560
2004,Pernambuco,Novembro,01/01/2004,465
2005,Pernambuco,Novembro,01/01/2005,452
2006,Pernambuco,Novembro,01/01/2006,385
2007,Pernambuco,Novembro,01/01/2007,359
2008,Pernambuco,Novembro,01/01/2008,363
2009,Pernambuco,Novembro,01/01/2009,486
2010,Pernambuco,Novembro,01/01/2010,831
2011,Pernambuco,Novembro,01/01/2011,352
2012,Pernambuco,Novembro,01/01/2012,181
2013,Pernambuco,Novembro,01/01/2013,110
2014,Pernambuco,Novembro,01/01/2014,111
2015,Pernambuco,Novembro,01/01/2015,315
2016,Pernambuco,Novembro,01/01/2016,191
2017,Pernambuco,Novembro,01/01/2017,66
1998,Pernambuco,Dezembro,01/01/1998,59
1999,Pernambuco,Dezembro,01/01/1999,16
2000,Pernambuco,Dezembro,01/01/2000,22
2001,Pernambuco,Dezembro,01/01/2001,62
2002,Pernambuco,Dezembro,01/01/2002,259
2003,Pernambuco,Dezembro,01/01/2003,229
2004,Pernambuco,Dezembro,01/01/2004,373
2005,Pernambuco,Dezembro,01/01/2005,191
2006,Pernambuco,Dezembro,01/01/2006,207
2007,Pernambuco,Dezembro,01/01/2007,200
2008,Pernambuco,Dezembro,01/01/2008,203
2009,Pernambuco,Dezembro,01/01/2009,351
2010,Pernambuco,Dezembro,01/01/2010,117
2011,Pernambuco,Dezembro,01/01/2011,364
2012,Pernambuco,Dezembro,01/01/2012,108
2013,Pernambuco,Dezembro,01/01/2013,141
2014,Pernambuco,Dezembro,01/01/2014,101
2015,Pernambuco,Dezembro,01/01/2015,176
2016,Pernambuco,Dezembro,01/01/2016,161
1998,Piau,Janeiro,01/01/1998,0
1999,Piau,Janeiro,01/01/1999,21
2000,Piau,Janeiro,01/01/2000,5
2001,Piau,Janeiro,01/01/2001,29
2002,Piau,Janeiro,01/01/2002,33
2003,Piau,Janeiro,01/01/2003,86
2004,Piau,Janeiro,01/01/2004,42
2005,Piau,Janeiro,01/01/2005,94
2006,Piau,Janeiro,01/01/2006,133
2007,Piau,Janeiro,01/01/2007,123
2008,Piau,Janeiro,01/01/2008,61
2009,Piau,Janeiro,01/01/2009,79
2010,Piau,Janeiro,01/01/2010,99
2011,Piau,Janeiro,01/01/2011,39
2012,Piau,Janeiro,01/01/2012,80
2013,Piau,Janeiro,01/01/2013,72
2014,Piau,Janeiro,01/01/2014,79
2015,Piau,Janeiro,01/01/2015,92
2016,Piau,Janeiro,01/01/2016,94
2017,Piau,Janeiro,01/01/2017,85
1998,Piau,Fevereiro,01/01/1998,0
1999,Piau,Fevereiro,01/01/1999,22
2000,Piau,Fevereiro,01/01/2000,12
2001,Piau,Fevereiro,01/01/2001,0
2002,Piau,Fevereiro,01/01/2002,160
2003,Piau,Fevereiro,01/01/2003,3
2004,Piau,Fevereiro,01/01/2004,20
2005,Piau,Fevereiro,01/01/2005,26
2006,Piau,Fevereiro,01/01/2006,23
2007,Piau,Fevereiro,01/01/2007,11
2008,Piau,Fevereiro,01/01/2008,21
2009,Piau,Fevereiro,01/01/2009,19
2010,Piau,Fevereiro,01/01/2010,54
2011,Piau,Fevereiro,01/01/2011,11
2012,Piau,Fevereiro,01/01/2012,31
2013,Piau,Fevereiro,01/01/2013,68
2014,Piau,Fevereiro,01/01/2014,14
2015,Piau,Fevereiro,01/01/2015,38
2016,Piau,Fevereiro,01/01/2016,97
2017,Piau,Fevereiro,01/01/2017,24
1998,Piau,Março,01/01/1998,0
1999,Piau,Março,01/01/1999,4
2000,Piau,Março,01/01/2000,14
2001,Piau,Março,01/01/2001,2
2002,Piau,Março,01/01/2002,63
2003,Piau,Março,01/01/2003,15
2004,Piau,Março,01/01/2004,27
2005,Piau,Março,01/01/2005,13
2006,Piau,Março,01/01/2006,18
2007,Piau,Março,01/01/2007,31
2008,Piau,Março,01/01/2008,4
2009,Piau,Março,01/01/2009,17
2010,Piau,Março,01/01/2010,47
2011,Piau,Março,01/01/2011,15
2012,Piau,Março,01/01/2012,71
2013,Piau,Março,01/01/2013,14
2014,Piau,Março,01/01/2014,88
2015,Piau,Março,01/01/2015,35
2016,Piau,Março,01/01/2016,53
2017,Piau,Março,01/01/2017,25
1998,Piau,Abril,01/01/1998,0
1999,Piau,Abril,01/01/1999,10
2000,Piau,Abril,01/01/2000,15
2001,Piau,Abril,01/01/2001,1
2002,Piau,Abril,01/01/2002,87
2003,Piau,Abril,01/01/2003,22
2004,Piau,Abril,01/01/2004,10
2005,Piau,Abril,01/01/2005,3
2006,Piau,Abril,01/01/2006,1
2007,Piau,Abril,01/01/2007,9
2008,Piau,Abril,01/01/2008,7
2009,Piau,Abril,01/01/2009,8
2010,Piau,Abril,01/01/2010,56
2011,Piau,Abril,01/01/2011,16
2012,Piau,Abril,01/01/2012,119
2013,Piau,Abril,01/01/2013,34
2014,Piau,Abril,01/01/2014,63
2015,Piau,Abril,01/01/2015,50
2016,Piau,Abril,01/01/2016,35
2017,Piau,Abril,01/01/2017,25
1998,Piau,Maio,01/01/1998,0
1999,Piau,Maio,01/01/1999,8
2000,Piau,Maio,01/01/2000,25
2001,Piau,Maio,01/01/2001,36
2002,Piau,Maio,01/01/2002,84
2003,Piau,Maio,01/01/2003,13
2004,Piau,Maio,01/01/2004,80
2005,Piau,Maio,01/01/2005,22
2006,Piau,Maio,01/01/2006,0
2007,Piau,Maio,01/01/2007,52
2008,Piau,Maio,01/01/2008,12
2009,Piau,Maio,01/01/2009,12
2010,Piau,Maio,01/01/2010,231
2011,Piau,Maio,01/01/2011,77
2012,Piau,Maio,01/01/2012,334
2013,Piau,Maio,01/01/2013,40
2014,Piau,Maio,01/01/2014,138
2015,Piau,Maio,01/01/2015,66
2016,Piau,Maio,01/01/2016,60
2017,Piau,Maio,01/01/2017,36
1998,Piau,Junho,01/01/1998,46
1999,Piau,Junho,01/01/1999,47
2000,Piau,Junho,01/01/2000,18
2001,Piau,Junho,01/01/2001,87
2002,Piau,Junho,01/01/2002,161
2003,Piau,Junho,01/01/2003,88
2004,Piau,Junho,01/01/2004,239
2005,Piau,Junho,01/01/2005,171
2006,Piau,Junho,01/01/2006,40
2007,Piau,Junho,01/01/2007,303
2008,Piau,Junho,01/01/2008,33
2009,Piau,Junho,01/01/2009,56
2010,Piau,Junho,01/01/2010,208
2011,Piau,Junho,01/01/2011,462
2012,Piau,Junho,01/01/2012,834
2013,Piau,Junho,01/01/2013,263
2014,Piau,Junho,01/01/2014,373
2015,Piau,Junho,01/01/2015,283
2016,Piau,Junho,01/01/2016,153
2017,Piau,Junho,01/01/2017,193
1998,Piau,Julho,01/01/1998,189
1999,Piau,Julho,01/01/1999,123
2000,Piau,Julho,01/01/2000,75
2001,Piau,Julho,01/01/2001,337
2002,Piau,Julho,01/01/2002,534
2003,Piau,Julho,01/01/2003,407
2004,Piau,Julho,01/01/2004,564
2005,Piau,Julho,01/01/2005,445
2006,Piau,Julho,01/01/2006,150
2007,Piau,Julho,01/01/2007,919
2008,Piau,Julho,01/01/2008,97
2009,Piau,Julho,01/01/2009,302
2010,Piau,Julho,01/01/2010,1.696
2011,Piau,Julho,01/01/2011,864
2012,Piau,Julho,01/01/2012,1.755
2013,Piau,Julho,01/01/2013,361
2014,Piau,Julho,01/01/2014,1.177
2015,Piau,Julho,01/01/2015,690
2016,Piau,Julho,01/01/2016,754
2017,Piau,Julho,01/01/2017,643
1998,Piau,Agosto,01/01/1998,711
1999,Piau,Agosto,01/01/1999,499
2000,Piau,Agosto,01/01/2000,415
2001,Piau,Agosto,01/01/2001,1.133
2002,Piau,Agosto,01/01/2002,2.28
2003,Piau,Agosto,01/01/2003,864
2004,Piau,Agosto,01/01/2004,1.002
2005,Piau,Agosto,01/01/2005,943
2006,Piau,Agosto,01/01/2006,911
2007,Piau,Agosto,01/01/2007,3.551
2008,Piau,Agosto,01/01/2008,290
2009,Piau,Agosto,01/01/2009,790
2010,Piau,Agosto,01/01/2010,4.035
2011,Piau,Agosto,01/01/2011,1.958
2012,Piau,Agosto,01/01/2012,3.614
2013,Piau,Agosto,01/01/2013,1.015
2014,Piau,Agosto,01/01/2014,2.265
2015,Piau,Agosto,01/01/2015,2.057
2016,Piau,Agosto,01/01/2016,1.647
2017,Piau,Agosto,01/01/2017,1.572
1998,Piau,Setembro,01/01/1998,1.991
1999,Piau,Setembro,01/01/1999,872
2000,Piau,Setembro,01/01/2000,1.099
2001,Piau,Setembro,01/01/2001,2.401
2002,Piau,Setembro,01/01/2002,2.475
2003,Piau,Setembro,01/01/2003,3.399
2004,Piau,Setembro,01/01/2004,2.662
2005,Piau,Setembro,01/01/2005,3.136
2006,Piau,Setembro,01/01/2006,1.618
2007,Piau,Setembro,01/01/2007,4.078
2008,Piau,Setembro,01/01/2008,1.472
2009,Piau,Setembro,01/01/2009,1.709
2010,Piau,Setembro,01/01/2010,5.392
2011,Piau,Setembro,01/01/2011,4.402
2012,Piau,Setembro,01/01/2012,4.479
2013,Piau,Setembro,01/01/2013,2.311
2014,Piau,Setembro,01/01/2014,2.536
2015,Piau,Setembro,01/01/2015,5.828
2016,Piau,Setembro,01/01/2016,1.394
2017,Piau,Setembro,01/01/2017,3.422
1998,Piau,Outubro,01/01/1998,2.586
1999,Piau,Outubro,01/01/1999,1.438
2000,Piau,Outubro,01/01/2000,2.558
2001,Piau,Outubro,01/01/2001,3.742
2002,Piau,Outubro,01/01/2002,2.757
2003,Piau,Outubro,01/01/2003,2.332
2004,Piau,Outubro,01/01/2004,2.144
2005,Piau,Outubro,01/01/2005,3.263
2006,Piau,Outubro,01/01/2006,1.443
2007,Piau,Outubro,01/01/2007,2.331
2008,Piau,Outubro,01/01/2008,1.83
2009,Piau,Outubro,01/01/2009,913
2010,Piau,Outubro,01/01/2010,3.863
2011,Piau,Outubro,01/01/2011,1.484
2012,Piau,Outubro,01/01/2012,2.506
2013,Piau,Outubro,01/01/2013,1.269
2014,Piau,Outubro,01/01/2014,1.788
2015,Piau,Outubro,01/01/2015,4.068
2016,Piau,Outubro,01/01/2016,2.598
2017,Piau,Outubro,01/01/2017,3.004
1998,Piau,Novembro,01/01/1998,424
1999,Piau,Novembro,01/01/1999,334
2000,Piau,Novembro,01/01/2000,450
2001,Piau,Novembro,01/01/2001,1.484
2002,Piau,Novembro,01/01/2002,1.174
2003,Piau,Novembro,01/01/2003,1.248
2004,Piau,Novembro,01/01/2004,1.798
2005,Piau,Novembro,01/01/2005,1.599
2006,Piau,Novembro,01/01/2006,740
2007,Piau,Novembro,01/01/2007,939
2008,Piau,Novembro,01/01/2008,594
2009,Piau,Novembro,01/01/2009,1.336
2010,Piau,Novembro,01/01/2010,1.417
2011,Piau,Novembro,01/01/2011,825
2012,Piau,Novembro,01/01/2012,447
2013,Piau,Novembro,01/01/2013,640
2014,Piau,Novembro,01/01/2014,717
2015,Piau,Novembro,01/01/2015,897
2016,Piau,Novembro,01/01/2016,1.126
2017,Piau,Novembro,01/01/2017,449
1998,Piau,Dezembro,01/01/1998,119
1999,Piau,Dezembro,01/01/1999,74
2000,Piau,Dezembro,01/01/2000,79
2001,Piau,Dezembro,01/01/2001,230
2002,Piau,Dezembro,01/01/2002,373
2003,Piau,Dezembro,01/01/2003,459
2004,Piau,Dezembro,01/01/2004,788
2005,Piau,Dezembro,01/01/2005,486
2006,Piau,Dezembro,01/01/2006,339
2007,Piau,Dezembro,01/01/2007,317
2008,Piau,Dezembro,01/01/2008,329
2009,Piau,Dezembro,01/01/2009,570
2010,Piau,Dezembro,01/01/2010,357
2011,Piau,Dezembro,01/01/2011,362
2012,Piau,Dezembro,01/01/2012,334
2013,Piau,Dezembro,01/01/2013,468
2014,Piau,Dezembro,01/01/2014,346
2015,Piau,Dezembro,01/01/2015,626
2016,Piau,Dezembro,01/01/2016,374
1998,Rio,Janeiro,01/01/1998,0
1999,Rio,Janeiro,01/01/1999,0
2000,Rio,Janeiro,01/01/2000,0
2001,Rio,Janeiro,01/01/2001,0
2002,Rio,Janeiro,01/01/2002,0
2003,Rio,Janeiro,01/01/2003,0
2004,Rio,Janeiro,01/01/2004,1
2005,Rio,Janeiro,01/01/2005,5
2006,Rio,Janeiro,01/01/2006,12
2007,Rio,Janeiro,01/01/2007,0
2008,Rio,Janeiro,01/01/2008,1
2009,Rio,Janeiro,01/01/2009,3
2010,Rio,Janeiro,01/01/2010,13
2011,Rio,Janeiro,01/01/2011,10
2012,Rio,Janeiro,01/01/2012,12
2013,Rio,Janeiro,01/01/2013,9
2014,Rio,Janeiro,01/01/2014,35
2015,Rio,Janeiro,01/01/2015,97
2016,Rio,Janeiro,01/01/2016,9
2017,Rio,Janeiro,01/01/2017,15
1998,Rio,Fevereiro,01/01/1998,0
1999,Rio,Fevereiro,01/01/1999,0
2000,Rio,Fevereiro,01/01/2000,1
2001,Rio,Fevereiro,01/01/2001,3
2002,Rio,Fevereiro,01/01/2002,1
2003,Rio,Fevereiro,01/01/2003,10
2004,Rio,Fevereiro,01/01/2004,8
2005,Rio,Fevereiro,01/01/2005,4
2006,Rio,Fevereiro,01/01/2006,7
2007,Rio,Fevereiro,01/01/2007,15
2008,Rio,Fevereiro,01/01/2008,2
2009,Rio,Fevereiro,01/01/2009,5
2010,Rio,Fevereiro,01/01/2010,73
2011,Rio,Fevereiro,01/01/2011,36
2012,Rio,Fevereiro,01/01/2012,11
2013,Rio,Fevereiro,01/01/2013,12
2014,Rio,Fevereiro,01/01/2014,116
2015,Rio,Fevereiro,01/01/2015,36
2016,Rio,Fevereiro,01/01/2016,16
2017,Rio,Fevereiro,01/01/2017,34
1998,Rio,Março,01/01/1998,0
1999,Rio,Março,01/01/1999,0
2000,Rio,Março,01/01/2000,0
2001,Rio,Março,01/01/2001,0
2002,Rio,Março,01/01/2002,1
2003,Rio,Março,01/01/2003,23
2004,Rio,Março,01/01/2004,4
2005,Rio,Março,01/01/2005,7
2006,Rio,Março,01/01/2006,8
2007,Rio,Março,01/01/2007,27
2008,Rio,Março,01/01/2008,2
2009,Rio,Março,01/01/2009,5
2010,Rio,Março,01/01/2010,10
2011,Rio,Março,01/01/2011,7
2012,Rio,Março,01/01/2012,20
2013,Rio,Março,01/01/2013,9
2014,Rio,Março,01/01/2014,38
2015,Rio,Março,01/01/2015,23
2016,Rio,Março,01/01/2016,16
2017,Rio,Março,01/01/2017,10
1998,Rio,Abril,01/01/1998,0
1999,Rio,Abril,01/01/1999,1
2000,Rio,Abril,01/01/2000,2
2001,Rio,Abril,01/01/2001,2
2002,Rio,Abril,01/01/2002,8
2003,Rio,Abril,01/01/2003,11
2004,Rio,Abril,01/01/2004,3
2005,Rio,Abril,01/01/2005,1
2006,Rio,Abril,01/01/2006,8
2007,Rio,Abril,01/01/2007,9
2008,Rio,Abril,01/01/2008,2
2009,Rio,Abril,01/01/2009,1
2010,Rio,Abril,01/01/2010,10
2011,Rio,Abril,01/01/2011,12
2012,Rio,Abril,01/01/2012,12
2013,Rio,Abril,01/01/2013,9
2014,Rio,Abril,01/01/2014,25
2015,Rio,Abril,01/01/2015,24
2016,Rio,Abril,01/01/2016,45
2017,Rio,Abril,01/01/2017,12
1998,Rio,Maio,01/01/1998,0
1999,Rio,Maio,01/01/1999,7
2000,Rio,Maio,01/01/2000,5
2001,Rio,Maio,01/01/2001,4
2002,Rio,Maio,01/01/2002,4
2003,Rio,Maio,01/01/2003,1
2004,Rio,Maio,01/01/2004,0
2005,Rio,Maio,01/01/2005,11
2006,Rio,Maio,01/01/2006,4
2007,Rio,Maio,01/01/2007,2
2008,Rio,Maio,01/01/2008,0
2009,Rio,Maio,01/01/2009,37
2010,Rio,Maio,01/01/2010,6
2011,Rio,Maio,01/01/2011,17
2012,Rio,Maio,01/01/2012,18
2013,Rio,Maio,01/01/2013,16
2014,Rio,Maio,01/01/2014,20
2015,Rio,Maio,01/01/2015,21
2016,Rio,Maio,01/01/2016,30
2017,Rio,Maio,01/01/2017,15
1998,Rio,Junho,01/01/1998,3
1999,Rio,Junho,01/01/1999,8
2000,Rio,Junho,01/01/2000,14
2001,Rio,Junho,01/01/2001,13
2002,Rio,Junho,01/01/2002,13
